ID,FORM,SEGM,XPOSTAG
r.2.3,lugal-e,lugal[king]-e,N.ERG
r.2.4,na-ru2-a,narua[stele],N
r.2.5,mah,mah[great][-ø][-ø],N.ABS.ABS
r.2.6,{d}en-lil2,Enlil[1],DN
r.2.7,{d}nin-lil2-ra,Ninlil[1]-ra,DN.DAT-H
r.2.8,mu-ne-du3,mu-nnee[-a][-n]-du[build][-ø],VEN.3-PL.DAT.3-SG-H-A.V.3-SG-P
o.1.1,1(disz),1(disz)[one],NU
o.1.2,am,am[bull],N
o.1.3,gu4,gud[ox],N
o.2.1,1(disz),1(disz)[one],NU
o.2.2,amar,amar[calf],N
o.2.3,pesz,pesz[thick][-ø],NF.V.ABS
o.2.4,am,am[bull][-ø],N.ABS
o.3.1,u4,ud[day],N
o.3.2,2(u),2(u)[ten],NU
o.3.3,1(disz)-kam,1(disz)[one]-ak-am,NU.GEN.COP-3-SG
o.4.1,ki,ki[place],N
o.4.2,ab-ba-sa6-ga-ta,Abbasaga[1][-ak]-ta,PN.GEN.ABL
o.5.1,lu2-dingir-ra,Ludingira[1][-e],PN.ERG
r.1.1,i3-dab5,i[-n]-dab[seize][-ø],FIN.3-SG-H-A.V.3-SG-P
r.2.1,iti,iti[month],N
r.2.2,szu-esz5-sza,Szu'eszsza[1][-'a],MN.L1
r.3.1,mu,mu[year],N
r.3.2,{d}amar-{d}suen,Amarsuen[1],RN
r.3.3,lugal-e,lugal[king]-e,N.ERG
r.3.4,ur-bi2-lum{ki},Urbilum[1][-ø],SN.ABS
r.3.5,mu-hul,mu[-n]-hulu[destroy][-ø],VEN.3-SG-H-A.V.3-SG-P
r.1.1,2(disz),2(disz)[one],NU
o.1.1,1(disz),1(disz)[one],NU
o.1.2,udu-nita2,udunita[ram],N
o.2.1,siskur2,siszkur[offering],N
o.2.2,a-sza3,aszag[field],N
o.3.1,sza3,szag[heart],N
o.3.2,hi-ba-ri2-tum{ki},Hibaritum[1][-ak][-ak],SN.GEN.GEN
r.1.1,iti,iti[month],N
r.1.2,min-esz3,Minesz[1][-'a],MN.L1
a.1.1,szul-gi,Szulgir[1],RN
a.2.1,nita,nita[male],N
a.2.2,kal-ga,kalag[strong]-a,NF.V.PT
a.3.1,lugal,lugal[king],N
a.3.2,uri5{ki}-ma,Urim[1]-ak,SN.GEN
a.4.1,lugal,lugal[king],N
a.4.2,ki-en-gi,ki'engi[1],GN
a.4.3,ki-uri,ki'uri[1][-ak],GN.GEN
o.1.1,2(disz),2(disz)[one],NU
o.1.2,gin2,gig[unit],N
o.1.3,ku3-babbar,kugbabbar[silver],N
o.2.1,ki,ki[place],N
o.2.2,ki-lu5-la-ta,Kilula[1][-ak]-ta,PN.GEN.ABL
o.3.1,2(disz),2(disz)[one],NU
o.3.2,gin2,gig[unit],N
o.3.3,igi-4(disz)-gal2,igi4(disz)[one]gal[fraction],NU
o.3.4,ku3,kug[silver],N
o.4.1,ki,ki[place],N
o.4.2,ma-an-ba-ta,Manba[1][-ak]-ta,PN.GEN.ABL
o.5.1,2(disz),2(disz)[one],NU
o.5.2,5/6(disz),5/6(disz)[one],NU
o.5.3,gin2,gig[unit],N
o.5.4,ku3-babbar,kugbabbar[silver],N
r.1.1,ki,ki[place],N
r.1.2,nigar{gar}-ki-du10-ta,Nigarkidu[1][-ak]-ta,PN.GEN.ABL
r.2.1,2(disz),2(disz)[one],NU
r.2.2,gin2,gig[unit],N
r.2.3,ku3-babbar,kugbabbar[silver],N
r.3.1,ki,ki[place],N
r.3.2,a-kal-la-ta,Akala[1][-ak]-ta,PN.GEN.ABL
r.4.1,masz,masz[interest],N
r.4.2,a-sza3-ga,aszag[field]-ak,N.GEN
r.5.1,mu,mu[year],N
r.5.2,bad3,bad[wall][-ø],N.ABS
r.5.3,ba-du3,ba-du[build][-ø],MID.V.3-SG-S
o.1.1,3(u),3(u)[ten],NU
o.1.2,8(disz),8(disz)[one],NU
o.1.3,udu,udu[sheep],N
o.1.4,niga,niga[fattened][-ø][-ø],NF.V.ABS.ABS
o.2.1,u4,ud[day],N
o.2.2,6(disz)-kam,6(disz)[one]-ak-am,NU.GEN.COP-3-SG
o.3.1,ki,ki[place],N
o.3.2,ab-ba-sa6-ga-ta,Abbasaga[1][-ak]-ta,PN.GEN.ABL
o.4.1,en-dingir-mu,Endingirmu[1][-e],PN.ERG
r.1.1,i3-dab5,i[-n]-dab[seize][-ø],FIN.3-SG-H-A.V.3-SG-P
r.2.1,iti,iti[month],N
r.2.2,szu-esz5-sza,Szu'eszsza[1][-'a],MN.L1
r.3.1,mu,mu[year],N
r.3.2,en-mah-gal-an-na,Enmahgalana[1],PN
r.3.3,en,en[priest],N
r.3.4,{d}nanna,Nanna[1][-ak][-ø],DN.GEN.ABS
r.3.5,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
l.1.1,3(u),3(u)[ten],NU
l.1.2,8(disz),8(disz)[one],NU
o.1.1,2(u),2(u)[ten],NU
o.1.2,6(asz),6(asz)[one],NU
o.1.3,4(barig),4(bariga)[unit],N
o.1.4,sze,sze[barley],N
o.1.5,gur,gur[unit],N
o.1.6,lugal,lugal[king][-ak],N.GEN
o.2.1,sze,sze[barley],N
o.2.2,ur5-ra,urra[loan],N
o.3.1,mu-kux(DU),mukur[delivery][-ø],N.ABS
o.4.1,ki,ki[place],N
o.4.2,ur-{d}nansze-ta,Urnansze[1][-ak]-ta,PN.GEN.ABL
r.1.1,szul-e2-du3-du3-e,Szuledudu[1]-e,PN.ERG
r.2.1,szu,szu[hand][-e],N.L3-NH
r.2.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.3.1,iti,iti[month],N
r.3.2,gu4-ra2-bi2-mu2-mu2,Gurabimumu[1][-'a],MN.L1
r.4.1,mu,mu[year],N
r.4.2,us2-sa,us[follow]-a,NF.V.PT
r.4.3,an-sza{ki},Anszan[1][-ø],GN.ABS
r.4.4,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
eo.5.1,2(u),2(u)[ten],NU
eo.5.2,6(asz),6(asz)[one],NU
eo.5.3,4(barig),4(bariga)[unit],N
eo.5.4,sze,sze[unit],N
eo.5.5,gur,gur[unit],N
eo.5.6,lugal,lugal[king][-ak],N.GEN
eo.6.1,sze,sze[unit],N
eo.6.2,ur5-ra,urra[loan],N
eo.6.3,mu-kux(DU),mukur[delivery],N
eo.7.1,ki,ki[place],N
eo.7.2,ur-{d}nansze-ta,Urnansze[1][-ak]-ta,PN.GEN.ABL
er.1.1,kiszib3,kiszib[seal],N
er.1.2,szul-e2-du3-du3,Szuledudu[1][-ak],PN.GEN
er.2.1,iti,iti[month],N
er.2.2,gu4-ra2-bi2-mu2-mu2,Gurabimumu[1][-'a],MN.L1
er.3.1,mu,mu[year],N
er.3.2,us2-sa,us[follow]-a,NF.V.PT
er.3.3,an-sza-an{ki},Anszan[1][-ø],GN.ABS
er.3.4,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
s1.1.1,szul-e2-du3-du3,Szuledudu[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,ur-{d}lamma,Urlamma[1],PN
s1.4.1,nu-banda3-gu4,nubandagu[ox_overseer],N
o.1.1,6(asz),6(asz)[one],NU
o.1.2,4(barig),4(bariga)[unit],N
o.1.3,4(ban2),4(ban)[unit],N
o.1.4,sze,sze[barley],N
o.1.5,gur,gur[unit],N
o.2.1,la2-ia3,la'u[arrears],N
o.2.2,su-ga,sug[repay]-a,NF.V.PT
o.3.1,ki,ki[place],N
o.3.2,ur-mes-ta,Urmes[1][-ak]-ta,PN.GEN.ABS
o.4.1,2(barig),2(bariga)[unit],N
o.4.2,sze,sze[barley],N
o.4.3,gub-ba,gub[assigned]-a,NF.V.PT
o.5.1,lu2-{d}szara2,Luszara[1],PN
o.5.2,gudu4,gudug[priest][-ra],N.DAT-H
o.6.1,gaba-ri,gabari[copy],N
o.6.2,kiszib3-ba,kiszibba[sealed_tablets],N
r.1.1,ur-{d}suen,Ursuen[1][-ak][-ak],PN.GEN.GEN
r.2.1,iti,iti[month],N
r.2.2,nesag,Nesag[1][-'a],MN.L1
r.3.1,mu,mu[year],N
r.3.2,e2,e[house],N
r.3.3,{d}szara2,Szara[1][-ak][-ø],DN.GEN.ABS
r.3.4,ba-du3,ba-du[build][-ø],MID.V.3-SG-S
o.1.1,1(disz),1(disz)[one],NU
o.1.2,tug2,tug[textile],N
o.1.3,gu2-na,gun[rent]-ak,N.GEN
o.2.1,ki,ki[place],N
o.2.2,i3-la-...-ta,_[1][-ak]-ta,PN.GEN.ABL
o.3.1,ur-{d}suen,Ursuen[1][-e],PN.ERG
o.4.1,szu,szu[hand][-e],N.L3-NH
o.4.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.1.1,PA,ugula[overseer],N
r.1.2,...,_[_],_
r.2.1,mu,mu[year],N
r.2.2,{d}szu-{d}suen-e,Szusuen[1]-e,RN.ERG
r.2.3,na-mah,namah[magnificent_stone][-ø],N.ABS
r.2.4,{d}en-lil2,Enlil[1],DN
r.2.5,{d}nin-lil2,Ninlil[1][-ra],DN.DAT-H
r.2.6,mu-du3,mu[-n]-du[build][-ø],VEN.3-SG-H-A.V.3-SG-P
s1.1.1,ur-{d}suen,Ursuen[1],PN
s1.2.1,dub-sar,dubsar[scribe],N
s1.3.1,dumu,dumu[child],N
s1.3.2,...,_[_],_
o.1.1,4(disz),4(disz)[one],NU
o.1.2,sila4,sila[lamb][-ø],N.ABS
o.2.1,u4,ud[day],N
o.2.2,2(u),2(u)[ten],NU
o.2.3,1(disz)-kam,1(disz)[one]-ak-am[-'a],NU.GEN.COP-3-SG.L1
o.3.1,ki,ki[place],N
o.3.2,ab-ba-sa6-ga-ta,Abbasaga[1][-ak]-ta,PN.GEN.ABL
o.4.1,in-ta-e3-a,Inta'e'a[1][-e],PN.ERG
r.1.1,i3-dab5,i[-n]-dab[seize][-ø],FIN.3-SG-H-A.V.3-SG-P
r.2.1,iti,iti[month],N
r.2.2,ezem-{d}szul-gi,Ezemszulgir[1][-'a],MN.L1
r.3.1,mu,mu[year],N
r.3.2,en-unu6-gal,Enunugal[1],PN
r.3.3,{d}inanna,Inanna[1],DN
r.3.4,unu{ki},Unug[1][-ak][-ak][-ø],SN.GEN.GEN.ABS
r.3.5,ba-hun,ba-hug[hire][-ø],MID.V.3-SG-S
l.1.1,4(disz),4(disz)[one],NU
o.1.1,1(disz),1(disz)[one],NU
o.1.2,gin2,gig[unit],N
o.1.3,igi-6(disz)-gal2,igi6(disz)[one]gal[fraction],NU
o.1.4,6(disz),6(disz)[one],NU
o.1.5,sze,sze[unit],N
o.1.6,ku3-babbar,kugbabbar[silver],N
o.1.7,ur5-sze3,urra[loan]-sze,N.TERM
o.2.1,ku3,kug[silver],N
o.2.2,masz2,masz[interest],N
o.2.3,nu-tuku,nu-tuku[acquire][-a],NEG.NF.V.PT
o.3.1,ki,ki[place],N
o.3.2,lugal-a2-zi-da-ta,Lugalazida[1][-ak]-ta,PN.GEN.ABL
o.4.1,szesz-kal-la,Szeszkala[1][-e],PN.ERG
o.5.1,szu,szu[hand][-e],N.L3-NH
o.5.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.1.1,iti,iti[month],N
r.1.2,sig4-ga-ka,Siga[1]-'a,MN.L1
r.1.3,su-su-dam,sug-sug[repay]-ed[-ø]-am,NF.V.RDP.F.ABS.COP-3-SG
r.2.1,nam-mah,Nammah[1],PN
r.3.1,ARAD2-dam,Aradam[1][-ø],PN.ABS
r.4.1,lu2-inim-ma-bi-me,lu'inimak[witness]-bi[-ø]-mesz,N.3-SG-NH-POSS.ABS.COP-3-PL
r.5.1,iti,iti[month],N
r.5.2,apin-du8-a,Apindu'a[1][-ta],MN.ABL
r.5.3,u4,ud[day],N
r.5.4,2(u),2(u)[ten][-ø],NU.ABS
r.5.5,ba-zal,ba-zal[pass][-ø][-a],MID.V.3-SG-S.SUB
r.6.1,mu,mu[year],N
r.6.2,us2-a,us[follow]-a,NF.V.PT
r.6.3,si-ma-num2{ki},Simanum[1][-ø],SN.ABS
r.6.4,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
s1.1.1,szesz-kal-la,Szeszkala[1],PN
s1.2.1,dumu,dumu[child],N
s1.2.2,lugal-engar-du10,Lugalengardu[1][-ak],PN.GEN
o.1.1,1(disz),1(disz)[one],NU
o.1.2,dug,dug[pot],N
o.1.3,dida,dida[sweet_wort],N
o.1.4,5(disz),5(disz)[one],NU
o.1.5,sila3,sila[unit],N
o.1.6,kasz,kasz[beer],N
o.1.7,saga,saga[good][-ø],NF.V.ABS
o.2.1,1(ban2),1(ban)[unit],N
o.2.2,ninda,ninda[bread],N
o.2.3,2(disz),2(disz)[one],NU
o.2.4,gin2,gig[unit],N
o.2.5,i3,i[oil],N
o.2.6,2(disz),2(disz)[one],NU
o.2.7,gin2,gig[unit],N
o.2.8,naga,naga[potash],N
o.3.1,3(disz),3(disz)[one],NU
o.3.2,ku6,kud[fish],N
o.3.3,3(disz),3(disz)[one],NU
o.3.4,sa,sa[bundle],N
o.3.5,szum2,szum[garlic],N
o.4.1,la-ma-mu,Lamamu[1][-ra],PN.DAT-H
r.1.1,5(disz),5(disz)[one],NU
r.1.2,sila3,sila[unit],N
r.1.3,kasz,kasz[beer],N
r.1.4,saga,saga[good][-ø],NF.V.ABS
r.1.5,3(disz),3(disz)[one],NU
r.1.6,sila3,sila[unit],N
r.1.7,ninda,ninda[bread],N
r.2.1,2(disz),2(disz)[one],NU
r.2.2,gin2,gig[unit],N
r.2.3,i3,i[oil],N
r.2.4,2(disz),2(disz)[one],NU
r.2.5,gin2,gig[unit],N
r.2.6,naga,naga[potash],N
r.3.1,1(disz),1(disz)[one],NU
r.3.2,ku6,kud[fish],N
r.3.3,1(disz),1(disz)[one],NU
r.3.4,sa,sa[bundle],N
r.3.5,szum2,szum[garlic],N
r.4.1,{d}utu-mu,Utumu[1][-ø],PN.DAT-H
r.5.1,u4,ud[day],N
r.5.2,4(disz)-kam,4(disz)[one]-ak-am,NU.GEN.COP-3-SG
r.6.1,iti,iti[month],N
r.6.2,e2-iti-6(disz),E'iti6[1][-'a],MN.L1
r.7.1,mu,mu[year],N
r.7.2,hu-uh2,Huh[1],SN
o.1.1,2(u),2(u)[ten],NU
o.1.2,1(disz),1(disz)[one],NU
o.1.3,{uruda}ha-bu3-da,habuda[hoe],N
o.2.1,ki-la2-bi,kila[weight]-bi[-ø],N.3-SG-NH-POSS.ABS
o.2.2,1(u),1(u)[ten],NU
o.2.3,3(disz),3(disz)[one],NU
o.2.4,5/6(disz),5/6(disz)[one],NU
o.2.5,ma-na,mana[unit],N
o.2.6,1(disz),1(disz)[one],NU
o.2.7,gin2,gig[unit][-ø],N.ABS
o.3.1,kin,kig[work],N
o.3.2,til-la,til[complete]-a[-ø],NF.V.PT.ABS
o.4.1,ki,ki[place],N
o.4.2,da-da-ga-ta,Dadaga[1][-ak]-ta,PN.GEN.ABL
o.5.1,ensi2-ke4,ensik[ruler]-e,N.ERG
o.5.2,in-la2,i-n-la[weigh][-ø],FIN.3-SG-H-A.V.3-SG-P
o.6.1,iti,iti[month],N
o.6.2,szu-numun,Szunumun[1][-'a],MN.L1
r.1.1,mu,mu[year],N
r.1.2,us2-sa,us[follow]-a,NF.V.PT
r.1.3,ki-masz{ki},Kimasz[1][-ø],SN.ABS
r.1.4,ba-hul,ba-hulu[destroy][-ø],MID.V.3-SG-S
r.1.5,mu,mu[year],N
r.1.6,us2-sa-bi,us[follow]-a-bi,NF.V.PT.3-SG-NH-POSS
o.1.1,5(disz),5(disz)[one],NU
o.1.2,sila3,sila[unit],N
o.1.3,kasz,kasz[beer],N
o.1.4,5(disz),5(disz)[one],NU
o.1.5,sila3,sila[unit],N
o.1.6,...,_[_],_
o.2.1,1(disz),1(disz)[one],NU
o.2.2,i3-gesz,igesz[oil],N
o.2.3,id-gur2,idgurum[ladle],N
o.3.1,a-hu-a-ga,Ahu'aga[1],PN
o.3.2,sukkal,sukkal[secretary][-ra],N.DAT-H
o.4.1,5(disz),5(disz)[one],NU
o.4.2,sila3,sila[unit],N
o.4.3,kasz,kasz[beer],N
o.4.4,5(disz),5(disz)[one],NU
o.4.5,sila3,sila[unit],N
o.4.6,ninda,ninda[bread],N
o.5.1,1(disz),1(disz)[one],NU
o.5.2,i3-gesz,igesz[oil],N
o.5.3,id-gur2,idgurum[ladle],N
o.6.1,gu3-de2-a,Gude'a[1],PN
o.6.2,sukkal,sukkal[secretary],N
o.6.3,diri,dirig[supreme][-ø],NF.V.ABS
o.6.4,dam-gar3,damgar[merchant][-ra],N.DAT-H
o.6.5,sa-gaz-ak-sze3,Sagazak[1]-sze,SN.TERM
o.6.6,gen-na,gen[go]-a,NF.V.PT
r.1.1,5(disz),5(disz)[one],NU
r.1.2,sila3,sila[unit],N
r.1.3,kasz,kasz[beer],N
r.1.4,5(disz),5(disz)[one],NU
r.1.5,sila3,sila[unit],N
r.1.6,ninda,ninda[bread],N
r.2.1,1(disz),1(disz)[one],NU
r.2.2,i3-gesz,igesz[oil],N
r.2.3,id-gur2,idgurum[ladle],N
r.3.1,ba-lu5,Balu[1],N
r.3.2,sukkal,sukkal[secretary][-ra],N.DAT-H
r.4.1,KA,ka[mouth],N
r.4.2,inim-ma-ta,inim[word]-ak-ta,N.GEN.ABL
r.4.3,KA-a-sze3,Kaya[1]-sze,SN.TERM
r.4.4,gen-na,gen[go]-a,NF.V.PT
r.5.1,an-sza-an{ki}-ta,Anszan[1]-ta,GN.ABL
r.5.2,u3,u[and],CNJ
r.5.3,nibru{ki}-ta,Nibru[1]-ta,SN.ABL
r.5.4,gen-na,gen[go]-a,NF.V.PT
r.6.1,iti,iti[month],N
r.6.2,szu-numun,Szunumun[1][-'a],MN.L1
o.1.1,1(u),1(u)[ten],NU
o.1.2,3(disz),3(disz)[one],NU
o.1.3,szah2,szah[pig],N
o.1.4,ama-gan,amagan[breeding_female_animal],N
o.2.1,1(gesz2),1(gesz)[sixty],NU
o.2.2,1(u),1(u)[ten],NU
o.2.3,6(disz),6(disz)[one],NU
o.2.4,szah2-nita2,szahnita[male_pig],N
o.3.1,3(u),3(u)[ten],NU
o.3.2,9(disz),9(disz)[one],NU
o.3.3,szah2-NE-tur,zahda[piglet],N
o.4.1,1(disz),1(disz)[one],NU
o.4.2,szah2-NE-tur,zahda[piglet],N
o.4.3,diri,dirig[surplus][-ø][-ø],NF.V.ABS.ABS
o.5.1,mu,mu[name],N
o.5.2,szu-kab-ta-sze3,Szukabta[1][-ak]-sze,PN.GEN.TERM
o.6.1,kiszib3,kiszib[seal],N
o.6.2,ba-sa6-ga,Basaga[1],PN
o.6.3,dub-sar,dubsar[scribe][-ak],N.GEN
o.7.1,zi-ga-am3,zig[expend]-a[-ø]-am,NF.V.PT.ABS.COP-3-SG
o.8.1,szunigin,szunigin[total],N
o.8.2,2(gesz2),2(gesz)[sixty],NU
o.8.3,9(disz),9(disz)[one],NU
o.8.4,szah2,szah[pig],N
o.8.5,hi-a,hi[mix]-a[-ø],NF.V.PT.ABS
o.9.1,zi-ga-am3,zig[expend]-a[-ø]-am,NF.V.PT.ABS.COP-3-SG
r.1.1,nig2-ka9-ak,nigSZID[account],N
r.2.1,szah2,szah[pig][-ak],N.GEN
r.2.2,nig2-gur11,nigGA[property],N
r.2.3,sze-le2-pu-tum,Szeleputum[1],PN
r.2.4,dumu-munus,dumumunus[daughter],N
r.2.5,lugal,lugal[king][-ak][-ak],N.GEN.GEN
r.3.1,nu-hi-dingir,Nuhidingir[1],PN
r.3.2,sipa,sipa[shepherd],N
r.3.3,szah2,szah[pig][-ak],N.GEN
r.4.1,ugula,ugula[overseer][-ø],N.ABS
r.4.2,ba-a-ga,Bayaga[1],PN
r.4.3,kuruszda,kuruszda[animal_fattener][-ø],N.ABS
r.5.1,mu,mu[year],N
r.5.2,{d}szu-{d}suen,Szusuen[1],RN
r.5.3,lugal,lugal[king],N
r.5.4,uri5{ki}-ma-ke4,Urim[1]-ak-e,SN.GEN.ERG
r.5.5,ma-da,mada[land],N
r.5.6,za-ab-sza-li{ki},Zabszali[1][-ak][-ø],SN.GEN.ABS
r.5.7,mu-hul,mu[-n]-hulu[destroy][-ø],VEN.3-SG-H-A.V.3-SG-P
o.1.1,2(disz),2(disz)[one],NU
o.1.2,kasz,kasz[beer],N
o.1.3,saga,saga[good][-ø],NF.V.ABS
o.1.4,2(disz),2(disz)[one],NU
o.1.5,zi3-gu,zidgu[flour_type],N
o.2.1,1/2(disz),1/2(disz)[one],NU
o.2.2,sila3,sila[unit],N
o.2.3,i3,i[oil],N
o.2.4,1(disz),1(disz)[one],NU
o.2.5,udu,udu[sheep],N
o.3.1,alan,alan[statue],N
o.3.2,szu-{d}suen-ka,Szusuen[1]-ak,RN.GEN
o.3.3,NE-du8-hu-li2{ki}-sze3,Neduhuli[1]-sze,SN.TERM
o.3.4,gen-na,gen[go]-a,NF.V.PT
o.4.1,2(disz),2(disz)[one],NU
o.4.2,sila3,sila[unit],N
o.4.3,kasz,kasz[beer],N
o.4.4,2(disz),2(disz)[one],NU
o.4.5,sila3,sila[unit],N
o.4.6,ninda,ninda[bread],N
o.5.1,2(disz),2(disz)[one],NU
o.5.2,gin2,gig[unit],N
o.5.3,i3,i[oil],N
o.6.1,u-bar,Ubar[1],PN
o.6.2,alan-da,alan[statue]-da,N.COM
o.6.3,gen-na,gen[go]-a[-ra],NF.V.PT.DAT-H
o.7.1,2(disz),2(disz)[one],NU
o.7.2,sila3,sila[unit],N
o.7.3,kasz,kasz[beer],N
o.7.4,2(disz),2(disz)[one],NU
o.7.5,sila3,sila[unit],N
o.7.6,ninda,ninda[bread],N
o.8.1,2(disz),2(disz)[one],NU
o.8.2,gin2,gig[unit],N
o.8.3,i3,i[oil],N
o.9.1,ba-ba,Baba[1],PN
o.9.2,lu2,lu[person],N
o.9.3,kas4,kas[runner][-ra],N.DAT-H
o.10.1,2(disz),2(disz)[one],NU
o.10.2,sila3,sila[unit],N
o.10.3,kasz,kasz[beer],N
o.10.4,2(disz),2(disz)[one],NU
o.10.5,sila3,sila[unit],N
o.10.6,ninda,ninda[bread],N
o.11.1,2(disz),2(disz)[one],NU
o.11.2,gin2,gig[unit],N
o.11.3,i3,i[oil],N
o.11.4,2(disz),2(disz)[one],NU
o.11.5,gin2,gig[unit],N
o.11.6,i3-udu,i'udu[sheep_fat],N
o.12.1,u-bar,Ubar[1],PN
o.12.2,lu2,lu[person],N
o.12.3,{gesz}tukul-gu-la,tukulgal[big_weapon_carrier][-ra],N.DAT-H
r.1.1,2(disz),2(disz)[one],NU
r.1.2,sila3,sila[unit],N
r.1.3,kasz,kasz[beer],N
r.1.4,2(disz),2(disz)[one],NU
r.1.5,sila3,sila[unit],N
r.1.6,ninda,ninda[bread],N
r.2.1,2(disz),2(disz)[one],NU
r.2.2,gin2,gig[unit],N
r.2.3,i3,i[oil],N
r.3.1,aga3-us2,aga'us[soldier],N
r.3.2,lugal,lugal[king][-ak],N.GEN
r.3.3,ki,ki[place],N
r.3.4,ba-zi-sze3,Bazi[1][-ak]-sze,PN.GEN.TERM
r.3.5,gen-na,gen[go]-a[-ra],NF.V.PT.DAT-H
r.4.1,2(disz),2(disz)[one],NU
r.4.2,sila3,sila[unit],N
r.4.3,kasz,kasz[beer],N
r.4.4,2(disz),2(disz)[one],NU
r.4.5,sila3,sila[unit],N
r.4.6,ninda,ninda[bread],N
r.5.1,2(disz),2(disz)[one],NU
r.5.2,gin2,gig[unit],N
r.5.3,i3,i[oil],N
r.6.1,puzur4-esz-dar,Puzureszdar[1],PN
r.6.2,a-zi-ga-sze3,aziga[rising_water]-sze,N.TERM
r.6.3,gen-na,gen[go]-a[-ra],NF.V.PT.DAT-H
r.7.1,2(disz),2(disz)[one],NU
r.7.2,sila3,sila[unit],N
r.7.3,kasz,kasz[beer],N
r.7.4,2(disz),2(disz)[one],NU
r.7.5,sila3,sila[unit],N
r.7.6,ninda,ninda[bread],N
r.8.1,2(disz),2(disz)[one],NU
r.8.2,gin2,gig[unit],N
r.8.3,i3,i[oil],N
r.9.1,kal-la,Kala[1],PN
r.9.2,gurdub-sze3,gurdub[basket]-sze,N.TERM
r.9.3,gen-na,gen[go]-a[-ra],NF.V.PT.DAT-H
r.10.1,zi-ga,zig[expend]-a,NF.V.PT
r.10.2,u4,ud[day],N
r.10.3,1(u)-kam,1(u)[ten]-ak-am,NU.GEN.COP-3-SG
r.11.1,iti,iti[month],N
r.11.2,diri,dirig[excess],N
r.11.3,sze-sag11-ku5,Szesagku[1][-'a],MN.L1
o.1.1,1(disz),1(disz)[one],NU
o.1.2,sila3,sila[unit],N
o.1.3,tu7,tu[soup],N
o.1.4,1(disz),1(disz)[one],NU
o.1.5,ku6#,kud[fish],N
o.2.1,puzur4#-{d}iszkur,Puzuriszkur[1],PN
o.2.2,lu2,lu[person],N
o.2.3,kin-gi4-a,kiggia[messenger],N
o.2.4,lugal,lugal[king][-ak][-ra],N.GEN.DAT-H
o.3.1,u4,ud[day],N
o.3.2,|BAD3.AN|{ki}-ta,Der[1]-ta,SN.ABL
o.4.1,ki,ki[place],N
o.4.2,lugal-sze3,lugal[king][-ak]-sze,N.GEN.TERM
o.4.3,ba-gen-na-a,ba-gen[go][-ø]-a-'a,MID.V.3-SG-S.SUB.L1
o.5.1,1(disz),1(disz)[one],NU
o.5.2,sila3,sila[unit],N
o.5.3,tu7,tu[soup],N
o.5.4,1(disz),1(disz)[one],NU
o.5.5,ku6,kud[fish],N
o.6.1,szu-{d}suen,Szusuen[1],RN
o.6.2,lu2,lu[person],N
o.6.3,kin-gi4-a-lugal,kiggia[messenger][-ra],N.DAT-H
r.1.1,u4,ud[day],N
r.1.2,erin2,erin[people],N
r.1.3,zah3,zah[disappear][-a][-ø],NF.V.PT.ABS
r.1.4,ARAD2,arad[slave],N
r.1.5,e2-gal,egal[palace][-ak],N.GEN
r.1.6,dab5-ba-de3,dab[seize]-ed-e,NF.V.F.DAT-NH
r.1.7,im-gen-na-a,i-m-gen[go][-ø]-a-'a,FIN.VEN.V.3-SG-S.SUB.L1
r.2.1,zi-ga,zig[expend]-a,NF.V.PT
r.3.1,iti,iti[month],N
r.3.2,ezem-{d}szul-gi,Ezemszulgir[1][-'a],MN.L1
r.4.1,mu,mu[year],N
r.4.2,hu-uh2-nu-ri{ki},Huhnuri[1][-ø],SN.ABS
r.4.3,ba-hul,ba-hulu[-ø],MID.V.3-SG-S
l.1.1,u4,ud[day],N
l.1.2,2(u),2(u)[ten],NU
l.1.3,7(disz)-kam,7(disz)[one]-ak-am,NU.GEN.COP-3-SG
o.1.1,8(asz),8(asz)[one],NU
o.1.2,...,_[_],_
o.1.3,gur,gur[unit],N
o.2.1,masz2,masz[goat],N
o.2.2,igi,igi[eye],N
o.2.3,...,_[_],_
o.2.4,si,_[_],_
o.2.5,gal,gal[big][-ø],NF.V.ABS
o.2.6,...,_[_],_
o.3.1,ki,ki[place],N
o.3.2,ur-x-...,_[1][-ak]-ta,PN.GEN.ABL
o.4.1,nigar{gar}-ki-du10,Nigarkidu[1],PN
o.4.2,dumu,dumu[child],N
o.4.3,ugula-gesz2-da,Ugulageszda[1][-ak][-e],PN.GEN.ERG
r.1.1,szu,szu[hand][-e],N.L3-NH
r.1.2,ba-ti,ba[-n]-teg[accept][-ø],MID.3-SG-H-A.V.3-SG-P
r.2.1,ezem,ezem[festival],N
r.2.2,nesag-sze3,nesag[first_fruit_offering]-sze,N.TERM
