,Text,NER
863,A-hi-ba-ša-at,PN
864,A-hi-ia3-bi2,PN
865,A-hi-li2-bi,PN
866,A-hi-lum,PN
867,A-hi-ma,PN
868,A-hi-ma-ra,PN
869,A-hi-ma-ta,PN
870,A-hi-mi-lum,PN
871,A-hi-si2-im-ti,PN
872,A-hi-ṭa-be2,PN
873,A-hu-BU,PN
874,A-hu-DINGIR,PN
875,A-hu-DU10,PN
876,A-hu-DU10-ta,PN
877,A-hu-DU10-še3,PN
878,A-hu-DU10{ab},PN
879,A-hu-LUM-ma,PN
880,A-hu-NE.LUM,PN
881,A-hu-We-er,PN
882,A-hu-We-er--ta,PN
883,A-hu-We-er-ta,PN
884,A-hu-We-er-še3,PN
885,A-hu-a,PN
886,A-hu-a-AN,PN
887,A-hu-a-DINGIR,PN
888,A-hu-a-DU10,PN
889,A-hu-a-DU10-e,PN
890,A-hu-a-a,PN
891,A-hu-a-bi2,PN
892,A-hu-a-hi,PN
893,A-hu-a-ka,PN
894,A-hu-a-ke4,PN
895,A-hu-a-me,PN
896,A-hu-a-mu,PN
897,A-hu-a-mur,PN
898,A-hu-a-ni,PN
899,A-hu-a-qar,PN
900,A-hu-a-ra,PN
901,A-hu-a-ta,PN
902,A-hu-a-tal,PN
903,A-hu-a-ti,PN
904,A-hu-a-ti-ta,PN
905,A-hu-a-še3,PN
906,A-hu-a-šu-ni,PN
907,A-hu-am3,PN
908,A-hu-ba,PN
909,A-hu-ba-du7,PN
910,A-hu-ba-har,PN
911,A-hu-ba-kid-du,PN
912,A-hu-ba-ni,PN
913,A-hu-ba-qar,PN
914,A-hu-ba-qar-ta,PN
915,A-hu-ba-qar-še3,PN
916,A-hu-ba-qar3,PN
917,A-hu-ba-ša,PN
918,A-hu-hi,PN
919,A-hu-i3-li2,PN
920,A-hu-i3-lum,PN
921,A-hu-ki-in,PN
922,A-hu-la,PN
923,A-hu-la-an,PN
924,A-hu-la-ur-ta,PN
925,A-hu-lum,PN
926,A-hu-ma,PN
927,A-hu-ma-a,PN
928,A-hu-ma-ni,PN
929,A-hu-ma-še3,PN
930,A-hu-me-bi2,PN
931,A-hu-me-me,PN
932,A-hu-mi-lum,PN
933,A-hu-na,PN
934,A-hu-ni,PN
935,A-hu-ni-im,PN
936,A-hu-ni-ta,PN
937,A-hu-ni-še3,PN
938,A-hu-ni-ši,PN
939,A-hu-ni-šu,PN
940,A-hu-ni-šu-ta,PN
941,A-hu-ra-ni,PN
942,A-hu-sig5,PN
943,A-hu-su-ni,PN
944,A-hu-ti{ki},SN
945,A-hu-tum,PN
946,A-hu-u-ni,PN
947,A-hu-u-ni-ta,PN
948,A-hu-um,PN
949,A-hu-um-AN,PN
950,A-hu-um-BA,PN
951,A-hu-um-DINGIR,PN
952,A-hu-um-a-hi,PN
953,A-hu-um-ba-ni,PN
954,A-hu-um-ba-qar,PN
955,A-hu-um-be-li2,PN
956,A-hu-um-bu-uk-su,PN
957,A-hu-um-i3-li2,PN
958,A-hu-um-i3-lum,PN
959,A-hu-um-lum,PN
960,A-hu-um-ma,PN
961,A-hu-um-ma-ke4,PN
962,A-hu-um-ma-ta,PN
963,A-hu-um-ma-še3,PN
964,A-hu-um-me-lum,PN
965,A-hu-wa-qar,PN
966,A-hu-wa-qar-ra,PN
967,A-hu-wa-qar-ta,PN
968,A-hu-we-er,PN
969,A-hu-we-er-ta,PN
970,A-hu-zu,PN
971,A-hu-ša-tu,PN
972,A-hu-ša-tum,PN
973,A-hu-šu-ni,PN
974,A-hu-šu-ni-ZE2,PN
975,A-hu-šu-ni-ta,PN
976,A-hu-šu-u2,PN
977,A-hu-ṭa-ab,PN
978,A-huš-a,PN
979,A-i3-li2,PN
980,A-i3-li2-su,PN
981,A-i3-li2-šu,PN
982,A-ia-lum,PN
983,A-igi-na,PN
984,A-ka,PN
985,A-ka-la,PN
986,A-ka-lu2,PN
987,A-ka3-de3,PN
988,A-ka3-de3{ki},SN
989,A-ka3-de3{ki}|,SN
990,A-kab-si-in,PN
991,A-kab-še-en6-ke4,PN
992,A-kal-a,PN
993,A-kal-la,PN
994,A-kal-la-a,PN
995,A-kal-la-ar,PN
996,A-kal-la-ka,PN
997,A-kal-la-ka-še3,PN
998,A-kal-la-ke4,PN
999,A-kal-la-ke4-ne,PN
1000,A-kal-la-me,PN
1001,A-kal-la-mu,PN
1002,A-kal-la-ra,PN
1003,A-kal-la-ta,PN
1004,A-kal-la-ti,PN
1005,A-kal-la-še3,PN
1006,A-kal-le,PN
1007,A-kal-ta,PN
1008,A-kap-še-en,PN
1009,A-kar-ni-iš,PN
1010,A-ki,PN
1011,A-ki-EN-a,PN
1012,A-ki-a,PN
1013,A-ki-a-ni,PN
1014,A-ki-a-ra,PN
1015,A-ki-a-ta,PN
1016,A-ki-a-ti-ta,PN
1017,A-ki-lu5-ge2,PN
1018,A-ki-lu5-la,PN
1019,A-ki-ma,PN
1020,A-ki-tum,PN
1021,A-ki-zu,PN
1022,A-ki-ša-ar,PN
1023,A-ki-šar,PN
1024,A-ki-šar-ta,PN
1025,A-kiri3-zal,PN
1026,A-ku-a,PN
1027,A-ku-da-an,PN
1028,A-ku-ki,PN
1029,A-ku-ni,PN
1030,A-ku-um-mi,PN
1031,A-ku-za,PN
1032,A-ku-zu-ni,PN
1033,A-ku5-da,PN
1034,A-kun-NE,PN
1035,A-kun-NE-ka,PN
1036,A-kun-NE-ka-ta,PN
1037,A-kun-NE-ta,PN
1038,A-kur-ra,PN
1039,A-kuš2-DU6.DU6-ta,PN
1040,A-la,PN
1041,A-la-HI,PN
1042,A-la-NE,PN
1043,A-la-a,PN
1044,A-la-a-hu-um,PN
1045,A-la-a{ki}-ka,SN
1046,A-la-bi,PN
1047,A-la-he2-a-ta,PN
1048,A-la-hu-um,PN
1049,A-la-la,PN
1050,A-la-la-a,PN
1051,A-la-la-ti,PN
1052,A-la-ma,PN
1053,A-la-mu,PN
1054,A-la-mu-ta,PN
1055,A-la-ni-tum,PN
1056,A-la-ru-um,PN
1057,A-la-sum,PN
1058,A-la-ti,PN
1059,A-la-tu,PN
1060,A-la-tum,PN
1061,A-la-u3,PN
1062,A-la-zu,PN
1063,A-la-zum,PN
1064,A-la-ša,PN
1065,A-la2,PN
1066,A-la2-he2-sa6,PN
1067,A-lal3-la-lum,PN
1068,A-li,PN
1069,A-li-UD,PN
1070,A-li-UD-ta,PN
1071,A-li-a,PN
1072,A-li-a-hi,PN
1073,A-li-a-hu,PN
1074,A-li-ah,PN
1075,A-li-ah-ta,PN
1076,A-li-ah-še3,PN
1077,A-li-ba-ša-at,PN
1078,A-li-du10,PN
1079,A-li-hi,PN
1080,A-li-ib,PN
1081,A-li-ih,PN
1082,A-li-ih-ta,PN
1083,A-li-mu,PN
1084,A-li-na-ze2,PN
1085,A-li-ta,PN
1086,A-li-ud-e,PN
1087,A-li-um-me,PN
1088,A-li-um-mi,PN
1089,A-li-ša3-ge,PN
1090,A-li-šu-ni,PN
1091,A-li2,PN
1092,A-li2-DU10,PN
1093,A-li2-a,PN
1094,A-li2-a-a,PN
1095,A-li2-a-ah,PN
1096,A-li2-a-bi,PN
1097,A-li2-a-bi2,PN
1098,A-li2-a-ha-ti,PN
1099,A-li2-a-hi,PN
1100,A-li2-a-hi-še3,PN
1101,A-li2-a-hum,PN
1102,A-li2-a-li2,PN
1103,A-li2-a-mur,PN
1104,A-li2-a-um,PN
1105,A-li2-ah,PN
1106,A-li2-ah-ha-ša,PN
1107,A-li2-ba-aš-ti,PN
1108,A-li2-ba-aš2-ti,PN
1109,A-li2-ba-la,PN
1110,A-li2-i3-li2,PN
1111,A-li2-id,PN
1112,A-li2-id-{d}Suen,PN
1113,A-li2-li-bur,PN
1114,A-li2-mu,PN
1115,A-li2-mu-še3,PN
1116,A-li2-ni,PN
1117,A-li2-ni-,PN
1118,A-li2-ni-KU,PN
1119,A-li2-ni-su,PN
1120,A-li2-ni-su-ta,PN
1121,A-li2-ni-su2,PN
1122,A-li2-ni-šu,PN
1123,A-li2-ni:šu,PN
1124,A-li2-tum,PN
1125,A-li2-u2-ta2,PN
1126,A-li2-ud-da,PN
1127,A-li2-um-mi,PN
1128,A-li2-wi,PN
1129,A-li2-šu-ni,PN
1130,A-lim-ma-ta,PN
1131,A-lu-a,PN
1132,A-lu-lu,PN
1133,A-lu-lu-tum,PN
1134,A-lu-lu-tum-me,PN
1135,A-lu-lu5,PN
1136,A-lu-mu,PN
1137,A-lu-ta,PN
1138,A-lu-um,PN
1139,A-lu-zi-na,PN
1140,A-lu-ṭa-bum2,PN
1141,A-lu2-du10,PN
1142,A-lu2-hi,PN
1143,A-lu2-i3-li2,PN
1144,A-lu5,PN
1145,A-lu5-,PN
1146,A-lu5-a,PN
1147,A-lu5-lu5,PN
1148,A-lu5-lu5-ta,PN
1149,A-lu5-mu,PN
1150,A-lu5-ni,PN
1151,A-lum-ma,PN
1152,A-ma,PN
1153,A-ma-DU10,PN
1154,A-ma-a,PN
1155,A-ma-a-a,PN
1156,A-ma-a-ta,PN
1157,A-ma-ad,PN
1158,A-ma-ad-e2-a,PN
1159,A-ma-an-Eš18-tar2,PN
1160,A-ma-an-i3-li2,PN
1161,A-ma-an-ne-en,PN
1162,A-ma-an-ne-en6,PN
1163,A-ma-an-{d}Suen,PN
1164,A-ma-at,PN
1165,A-ma-da-DINGIR,PN
1166,A-ma-la,PN
1167,A-ma-ma-a,PN
1168,A-ma-ne-en-ŠA,PN
1169,A-ma-nu,PN
1170,A-ma-nu-ta,PN
1171,A-ma-ti,PN
1172,A-ma-u2,PN
1173,A-ma-ši-a,PN
1174,A-ma-ṣi2-li,PN
1175,A-mat-i3-li2,PN
1176,A-mat-{d}Nanna-še3,PN
1177,A-maš-ti-ak,PN
1178,A-mi-ir-AN,PN
1179,A-mi-ir-{d}Šul-gi,PN
1180,A-mi-ru-um-me-eš2,PN
1181,A-min-ba-du,PN
1182,A-mu,PN
1183,A-mu-DU8.UD,PN
1184,A-mu-a,PN
1185,A-mu-a-še3,PN
1186,A-mu-an-ne2,PN
1187,A-mu-du,PN
1188,A-mu-er2-LU-numun,PN
1189,A-mu-hul,PN
1190,A-mu-kal-le-ta,PN
1191,A-mu-ma-gi4,PN
1192,A-mu-ru-um,PN
1193,A-mu-ta,PN
1194,A-mu-ur-DINGIR,PN
1195,A-mun,PN
1196,A-mur-AMA,PN
1197,A-mur-AN,PN
1198,A-mur-An-num2,PN
1199,A-mur-DINGIR,PN
1200,A-mur-DINGIR-ta,PN
1201,A-mur-DINGIR-šu,PN
1202,A-mur-DINGIR{im},PN
1203,A-mur-DiNGIR,PN
1204,A-mur-E2-a,PN
1205,A-mur-E2-a-ta,PN
1206,A-mur-E3,PN
1207,A-mur-ZU,PN
1208,A-mur-bu-uk-ši,PN
1209,A-mur-da-ku-um,PN
1210,A-mur-ga-la,PN
1211,A-mur-i-lum-ra,PN
1212,A-mur-kal-la,PN
1213,A-mur-kal-la-ta,PN
1214,A-mur-la-ba,PN
1215,A-mur-{d}A-za-KA,PN
1216,A-mur-{d}IŠKUR,PN
1217,A-mur-{d}Nin-hur-sag,PN
1218,A-mur-{d}Suen,PN
1219,A-mur-{d}Suen-še3,PN
1220,A-mur-{d}UTU,PN
1221,A-mur-{d}Šul-gi,PN
1222,A-mur7-al-kar3,PN
1223,A-na,PN
1224,A-na-Eš18-tar2-ta2-ak-la-at,PN
1225,A-na-NI-NE-KA-a,PN
1226,A-na-NI.NE.KA,PN
1227,A-na-a,PN
1228,A-na-a-MU,PN
1229,A-na-a-a,PN
1230,A-na-a-še3,PN
1231,A-na-ah-i3-li2,PN
1232,A-na-ah-i3-li2-ta,PN
1233,A-na-an-mu,PN
1234,A-na-at-E2-a,PN
1235,A-na-at-e2-a,PN
1236,A-na-bi,PN
1237,A-na-da-ba-at,PN
1238,A-na-da-hul,PN
1239,A-na-eš18-tar2-ta2-ak-la-at,PN
1240,A-na-gu,PN
1241,A-na-gu-gu,PN
1242,A-na-gu-ta,PN
1243,A-na-ha,PN
1244,A-na-ha-ne2,PN
1245,A-na-ha-ne2-e,PN
1246,A-na-hi-ba-at,PN
1247,A-na-hi-li,PN
1248,A-na-hi-li2-bi,PN
1249,A-na-hi-li2-ta,PN
1250,A-na-i3-li2,PN
1251,A-na-in-da-ši,PN
1252,A-na-lu,PN
1253,A-na-lu2,PN
1254,A-na-lu2-ba,PN
1255,A-na-lu2-ba-DU,PN
1256,A-na-lu2-še3,PN
1257,A-na-lu5,PN
1258,A-na-lul,PN
1259,A-na-mu,PN
1260,A-na-na,PN
1261,A-na-na-a,PN
1262,A-na-nam-tum2-mu,PN
1263,A-na-ni-a,PN
1264,A-na-ni-ak,PN
1265,A-na-ni-šu,PN
1266,A-na-nu-um-DINGIR,PN
1267,A-na-ta,PN
1268,A-na-ti,PN
1269,A-na-ti-a,PN
1270,A-na-ti-ta,PN
1271,A-na-tum,PN
1272,A-na-{d}Suen-tak2-la-ku,PN
1273,A-ne-nin-am3,PN
1274,A-ne2,PN
1275,A-ni,PN
1276,A-ni-a,PN
1277,A-ni-a-ga,PN
1278,A-ni-ad,PN
1279,A-ni-da,PN
1280,A-ni-ib,PN
1281,A-ni-mu,PN
1282,A-ni-na,PN
1283,A-ni-pi-ir,PN
1284,A-ni-ri2-ni,PN
1285,A-ni-ta,PN
1286,A-ni-tum,PN
1287,A-ni-zu-ma,PN
1288,A-ni-zu-ta,PN
1289,A-nin-ur,PN
1290,A-nu-ARAD2.IB.ŠE3,PN
1291,A-nu-gal2,PN
1292,A-nu-il,PN
1293,A-nu-nu,PN
1294,A-nu-um-pa-dan,PN
1295,A-num2-me-il-lum,PN
1296,A-num2-me-li2,PN
1297,A-pa4-gal,PN
1298,A-pa4-gal-gu-la,PN
1299,A-pa4-gal-gu-la-ka,PN
1300,A-pa4-gal-{d}En-lil2-la2,PN
1301,A-pi,PN
1302,A-pi-4-sal4{ki},SN
1303,A-pi-ih,PN
1304,A-pi-la-nim,PN
1305,A-pi-la-nu-um,PN
1306,A-pi-la-num2,PN
1307,A-pi-la-tum,PN
1308,A-pi-la-ša,PN
1309,A-pi-la-ša-am,PN
1310,A-pi-li-a,PN
1311,A-pi-li2,PN
1312,A-pi-li2-a,PN
1313,A-pi-lum,PN
1314,A-pi-lum-ma,PN
1315,A-pi-lum-ma-ta,PN
1316,A-pi-na-har,PN
1317,A-pi-te-el2,PN
1318,A-pi2-ak{ki},SN
1319,A-pi2-ak{ki}-ka,SN
1320,A-pi2-ak{ki}-ta,SN
1321,A-pi2-sal4{ki},SN
1322,A-pi3-sal4{ki},SN
1323,A-pi4-,PN
1324,A-pi4-sal,PN
1325,A-pi4-sal-la{ki}-ta,SN
1326,A-pi4-sal-la{ki}-še3,SN
1327,A-pi4-sal4,PN
1328,A-pi4-sal4-a-ta,PN
1329,A-pi4-sal4-ki,PN
1330,A-pi4-sal4-la,PN
1331,A-pi4-sal4-la-ta,PN
1332,A-pi4-sal4-la{ki},SN
1333,A-pi4-sal4-me,PN
1334,A-pi4-sal4-ta,PN
1335,A-pi4-sal4-še3,PN
1336,A-pi4-sal4{ki},SN
1337,A-pi4-sal4{ki}-,SN
1338,A-pi4-sal4{ki}-ka,SN
1339,A-pi4-sal4{ki}-ka-ta,SN
1340,A-pi4-sal4{ki}-ke4,SN
1341,A-pi4-sal4{ki}-ke4-ne,SN
1342,A-pi4-sal4{ki}-ke4-ne-ta,SN
1343,A-pi4-sal4{ki}-me,SN
1344,A-pi4-sal4{ki}-ta,SN
1345,A-pi4-sal4{ki}-še,SN
1346,A-pi4-sal4{ki}-še3,SN
1347,A-pi4-sal{ki},SN
1348,A-pi4-sal{ki}-ta,SN
1349,A-pi4-sal{ki}-še3,SN
1350,A-pi4-ša,PN
1351,A-pi5-ak{ki},SN
1352,A-pi5-la-a,PN
1353,A-pi5-la-num2,PN
1354,A-pi5-la-num2-ta,PN
1355,A-pi5-la-ta,PN
1356,A-pi5-la-ti,PN
1357,A-pi5-la-tum,PN
1358,A-pi5-la-ša,PN
1359,A-pi5-la-ša-še3,PN
1360,A-pi5-li,PN
1361,A-pi5-li2,PN
1362,A-pi5-li2-GI,PN
1363,A-pi5-li2-a,PN
1364,A-pi5-li3-GAR3,PN
1365,A-pi5-lum,PN
1366,A-pi5-lum-ma,PN
1367,A-pi5-lum-ta,PN
1368,A-pil2-ki-in,PN
1369,A-pil2-ki2-en8,PN
1370,A-pil2-sa-um,PN
1371,A-pil3-GIM,PN
1372,A-pil3-ki-in,PN
1373,A-pil3-la-še3,PN
1374,A-pil4-ki-in,PN
1375,A-pirig-am3,PN
1376,A-pirig-zi,PN
1377,A-pu-nu-um,PN
1378,A-pu3-gi4,PN
1379,A-pu3-pu3,PN
1380,A-pu3-ul,PN
1381,A-puzur4-a-a,PN
1382,A-ra-RI,PN
1383,A-ra-ab-ri2-na,PN
1384,A-ra-am-gi,PN
1385,A-ra-ap-hu-um{ki},SN
1386,A-ra-ku-um,PN
1387,A-ra-mi{ki},SN
1388,A-ra-u2-e{ki},SN
1389,A-ra-zu-{d}I-bi2-{d}Suen-ka-še3-pa3-da,PN
1390,A-ra-zu-{d}I-bi2-{d}Suen-na-pa3-da,PN
1391,A-ra2,PN
1392,A-ra{ki},SN
1393,A-ri-a,PN
1394,A-ri-du-bu-uk,PN
1395,A-ri-ip-a-tal,PN
1396,A-ri-ip-hu-up-pi2,PN
1397,A-ri-kup-pu-uk,PN
1398,A-ri-ma,PN
1399,A-ri-me-me,PN
1400,A-ri-za-nu-um,PN
1401,A-ri2-bi,PN
1402,A-ri2-bi-ta,PN
1403,A-ri2-bi-um{ki},SN
1404,A-ri2-bi2,PN
1405,A-ri2-ik,PN
1406,A-ri2-ik-tum-ma,PN
1407,A-ri2-ip-a-tal,PN
1408,A-ri2-ip-hu-up-pi2,PN
1409,A-ru-ru,PN
1410,A-sa6,PN
1411,A-sa6-ga,PN
1412,A-sa6-ga-a,PN
1413,A-sa6-sa6,PN
1414,A-sal-la,PN
1415,A-si-lu,PN
1416,A-si-lu-ta,PN
1417,A-si-lu2,PN
1418,A-si-ma-num2,PN
1419,A-si-ma-num2{ki},SN
1420,A-si-ma2-a,PN
1421,A-sig5,PN
1422,A-su,PN
1423,A-su6-ni,PN
1424,A-ta,PN
1425,A-ta-a,PN
1426,A-ta-li-ku,PN
1427,A-ta-na-ah-i3-li2,PN
1428,A-ta-ta,PN
1429,A-ta2-kal2-šu,PN
1430,A-ta2-kal2-šum,PN
1431,A-ta2-kal2-šum-e,PN
1432,A-ta2-na-PIRIG,PN
1433,A-ta2-na-ah,PN
1434,A-ta2-še-en-ta,PN
1435,A-tal-me-me,PN
1436,A-tal-še-en,PN
1437,A-tal2-{d}Mar-tu-ra,PN
1438,A-tar-da,PN
1439,A-ti,PN
1440,A-ti-DINGIR,PN
1441,A-ti-DINGIR-me,PN
1442,A-ti-a,PN
1443,A-ti-a-ta,PN
1444,A-ti-da,PN
1445,A-ti-da-ka,PN
1446,A-ti-da-ta,PN
1447,A-ti-e,PN
1448,A-ti-ma-tum,PN
1449,A-ti-num2,PN
1450,A-ti-ti,PN
1451,A-tir-mu,PN
1452,A-tir-ta,PN
1453,A-tu,PN
1454,A-tu-AN,PN
1455,A-tu-GIŠ,PN
1456,A-tu-Ma-ma,PN
1457,A-tu-a,PN
1458,A-tu-a-ni,PN
1459,A-tu-a-še3,PN
1460,A-tu-banda3{da},PN
1461,A-tu-da,PN
1462,A-tu-da-ga,PN
1463,A-tu-du,PN
1464,A-tu-e,PN
1465,A-tu-gu-la,PN
1466,A-tu-he-gal2,PN
1467,A-tu-kal,PN
1468,A-tu-kal-la,PN
1469,A-tu-kal-la-ta,PN
1470,A-tu-kam,PN
1471,A-tu-ke4,PN
1472,A-tu-ke4-ne,PN
1473,A-tu-ki,PN
1474,A-tu-me,PN
1475,A-tu-mu,PN
1476,A-tu-ni,PN
1477,A-tu-nimgir,PN
1478,A-tu-ra,PN
1479,A-tu-su-si-ig,PN
1480,A-tu-ta,PN
1481,A-tu-{d}TUG2.NUN,PN
1482,A-tu-še3,PN
1483,A-u2-a,PN
1484,A-u2-da,PN
1485,A-u2-da-ka,PN
1486,A-u2-da-ta,PN
1487,A-u2-da-še3,PN
1488,A-u2-u2,PN
1489,A-u3-da-il,PN
1490,A-u3-da-ta,PN
1491,A-u3-ze2-uš,PN
1492,A-u4-da-ta,PN
1493,A-unken-ne2,PN
1494,A-ur-im,PN
1495,A-ur-im-ta,PN
1496,A-ur3-ra,PN
1497,A-ur3-ra-a,PN
1498,A-ur3-ra-a-kam,PN
1499,A-uru-bi,PN
1500,A-uru-mu,PN
1501,A-wa-al{ki},SN
1502,A-wa-an{ki}-ka,SN
1503,A-wa-ar,PN
1504,A-wa-ar-ka,PN
1505,A-wa-at-i3-li2,PN
1506,A-wa-kal-la,PN
1507,A-wa-la-LUM,PN
1508,A-wa-na-ah,PN
1509,A-wa-na-kam,PN
1510,A-wa-nu-um,PN
1511,A-wi-li-ia,PN
1512,A-za,PN
1513,A-za-LUM,PN
1514,A-za-a,PN
1515,A-za-a-še3,PN
1516,A-za-ab,PN
1517,A-za-ad,PN
1518,A-za-ak-za-kum,PN
1519,A-za-am3,PN
1520,A-za-am3-e,PN
1521,A-za-ar,PN
1522,A-za-at-al-la,PN
1523,A-za-ba-an,PN
1524,A-za-ba-ni,PN
1525,A-za-ba-nu-ni,PN
1526,A-za-bu-um,PN
1527,A-za-da,PN
1528,A-za-da-kam,PN
1529,A-za-ki-ni,PN
1530,A-za-lum,PN
1531,A-za-ma-a,PN
1532,A-za-ma-an{ki},SN
1533,A-za-ma-tum,PN
1534,A-za-ni,PN
1535,A-za-ru-um-a-pil,PN
1536,A-za-ru-um-ma,PN
1537,A-za-tum,PN
1538,A-za-um,PN
1539,A-za-za,PN
1540,A-za-za-mu,PN
1541,A-za-šu-mu,PN
1542,A-za3,PN
1543,A-zar3-E2-a,PN
1544,A-zi,PN
1545,A-zi-a,PN
1546,A-zi-ba,PN
1547,A-zi-ba-ra-zi,PN
1548,A-zi-da,PN
1549,A-zi-mu,PN
1550,A-zi-na,PN
1551,A-zi-na-ta,PN
1552,A-zi-na-tum,PN
1553,A-zi-ni,PN
1554,A-zi-num2,PN
1555,A-zi-ri-gum2,PN
1556,A-zi-ri2-gum2,PN
1557,A-zi-te-en,PN
1558,A-zi-um-mi,PN
1559,A-zi-zi,PN
1560,A-zu-ambar{ki},SN
1561,A-zu-bi,PN
1562,A-zu-dingir-ra,PN
1563,A-zu-ki-ni,PN
1564,A-zu-li,PN
1565,A-zu-zu,PN
1566,A-zu-zu-nu-um,PN
1567,A-zu-zu-tum,PN
1568,A-{d.aš}Aš7-gi4-pa3-da,PN
1569,A-{da}dam-šah2-ta,PN
1570,A-ŠIR-da,PN
1571,A-šE,PN
1572,A-ša,PN
1573,A-ša-ti-nu-ri,PN
1574,A-ša3,PN
1575,A-ša3-mu-gu-ul,PN
1576,A-ša3-zu-um,PN
1577,A-ši-AN,PN
1578,A-ši-AN-e,PN
1579,A-ši-AN-ka,PN
1580,A-ši-AN-ta,PN
1581,A-ši-AN-še3,PN
1582,A-ši-an,PN
1583,A-ši-ma-num2-{ki},SN
1584,A-ši-ma-num2{ki},SN
1585,A-ši:an,PN
1586,A-šir{ki},SN
1587,A-šu-ki-ni,PN
1588,A-šum{ki}-še3,SN
1589,A-šur4{ki},SN
1590,A-šur5-ra-še3,PN
1591,A-šur5-ra{ki},SN
1592,A-šur5{ki},SN
1593,A-šur6,PN
1594,A-šur{ki},SN
1595,A-ṣa-ar-{d}Šul-gi-ra,PN
1596,A-ṣa-ar-{d}Šul-gi-ra-ka,PN
1597,A-ṣa-ar-{d}Šul-gi-še3,PN
1598,A-ṣa-ha-ar{ki}-me,SN
1599,A-ṣa-ru-,PN
1600,A-ṣa-ru-um,PN
1601,A-ṣa-ru-um-A-ur2-ra{ki},SN
1602,A-ṣa-ru-um-A-ur2-ra{ki}-ka,SN
1603,A-ṣa-ru-um-A-ur3-ra{ki}-ta,SN
1604,A-ṣa-ru-um-da-gi,PN
1605,A-ṣa-ru-um-da-gi-ke4,PN
1606,A-ṣa-ru-um-da-gi{ki},SN
1607,A-ṣa-ru-um-da-gi{ki}-ka-me,SN
1608,A-ṣa-ru-um-da-num2,PN
1609,A-ṣa-ru-um-ma,PN
1610,A-ṣa-ru-um-wa-ar-qa{ki},SN
1611,A-ṣa-ru-um{ki}-ka-ta,SN
1612,A-ṣa-ru-um{ki}-ta,SN
1613,A.A2.LU.LAGAB×A-de3,PN
1614,A.AB.BA-ba-aš-ti,PN
1615,A.AB.BA-ba-aš-ti-še3,PN
1616,A.AB.BA-ba-aš2-ti,PN
1617,A.AB.BA-ba-aš2-ti-e,PN
1618,A.AB.BA-ba-aš2-ti-ra,PN
1619,A.AN-a-ni,PN
1620,A.AN-i3-li2,PN
1621,A.AN-mu,PN
1622,A.AN.KAB-ta,PN
1623,A.EDIN-še3,PN
1624,A.ENGUR-pa-e3,PN
1625,A.GAR5-me,PN
1626,A.GIŠ{ki},SN
1627,A.HA{ki},SN
1628,"A.HA{ki}""",SN
1629,A.HA{ki}-ke4,SN
1630,A.HA{ki}-ta,SN
1631,A.HA{ki}-še3,SN
1632,A.IGI-ba-ni-KAR2,PN
1633,A.IGI-gur8-da,PN
1634,A.IGI-kal-la,PN
1635,A.KA-bu3,PN
1636,A.KA-da-ni,PN
1637,A.KA.DU6-a,PN
1638,A.KWU_127-a,PN
1639,A.MA-{d}Eš4-tar2-ra,PN
1640,A.NIG2.GAN2.ŠEN-ta,PN
1641,A.PAP.IR-me,PN
1642,A.SUHUR{ki},SN
1643,A.TAR-ta,PN
1644,A.U2.LU.HUL2.HUL2-na-še3,PN
1645,A.|MUŠ:MUŠ|.A-ra-ka,PN
1646,A2-AŠ-ba,PN
1647,A2-BI-tur,PN
1648,A2-DU-tur,PN
1649,A2-Ka-ka-mu,PN
1650,A2-LUM-ma-ta,PN
1651,A2-a-a,PN
1652,A2-a-si-lu,PN
1653,A2-ad-ba-an-gi4,PN
1654,A2-ag2-ga2-ni-i3-sa6,PN
1655,A2-ag2-ga2-ni-sa6,PN
1656,A2-al-li-MU,PN
1657,A2-al-li2-mu,PN
1658,A2-an-da,PN
1659,A2-an-du-ru-še3,PN
1660,A2-an-ne2,PN
1661,A2-ba-a,PN
1662,A2-ba-ba,PN
1663,A2-ba-e2,PN
1664,A2-bi-la-num2,PN
1665,A2-bi2-DINGIR,PN
1666,A2-bi2-DU10,PN
1667,A2-bi2-KAL,PN
1668,A2-bi2-a-bi-ih,PN
1669,A2-bi2-a-ti,PN
1670,A2-bi2-i3-li2,PN
1671,A2-bi2-si2-im-ti,PN
1672,A2-bi2-tum,PN
1673,A2-bu-ru-ma,PN
1674,A2-bu-ru-um-ma,PN
1675,A2-bu-um,PN
1676,A2-bu-ša,PN
1677,A2-da,PN
1678,A2-da-a,PN
1679,A2-da-da,PN
1680,A2-da-da-a,PN
1681,A2-da-da-ta,PN
1682,A2-da-da-še3,PN
1683,A2-da-ga,PN
1684,A2-da-lal3,PN
1685,A2-da-mu,PN
1686,A2-dam-DUN{ki}-ta,SN
1687,A2-dingir,PN
1688,A2-dingir-ga2,PN
1689,A2-dingir-ga2-ku3-ga-ni,PN
1690,A2-dingir-ga2-ta,PN
1691,A2-dingir-mu,PN
1692,A2-dingir-ziz2-da,PN
1693,A2-du,PN
1694,A2-du-du,PN
1695,A2-du-mu,PN
1696,A2-du-u2,PN
1697,A2-ga,PN
1698,A2-ga-ga,PN
1699,A2-ga-ga-ta,PN
1700,A2-ga-mu,PN
1701,A2-gal2-nu-tuku,PN
1702,A2-gal2-nu-tuku-a,PN
1703,A2-gal2-nu-tuku-ta,PN
